name,city,state,website,num_of_children,children_properties
LTD Hospitality Group,Chesapeake,Virginia,https://www.hospitalityonline.com/ltd/locations,13,http://www.ltdhospitality.com
Springboard Hospitality,Encino,California,https://www.hospitalityonline.com/springboard-hotels/locations,36,https://www.springboardhospitality.com
Middletown Hotel Management,Dayton,Ohio,https://www.hospitalityonline.com/middletown-hotel-management/locations,8,http://www.middletownhotelmanagement.com
Kimpton Hotels & Restaurants,San Francisco,California,https://www.hospitalityonline.com/kimpton/locations,156,https://www.ihg.com/kimptonhotels/content/us/en/about-us/careers
Newport Hospitality Group,Williamsburg,Virginia,https://www.hospitalityonline.com/newport-hospitality-group/locations,31,http://www.nhghotels.com
Rhaglan Hospitality,Birmingham,Alabama,https://www.hospitalityonline.com/rhaglan-hospitality/locations,1,http://www.rhaglan.com
Alliance Hospitality Management LLC,Raleigh,North Carolina,https://www.hospitalityonline.com/alliance-hospitality/locations,9,http://www.alliancehospitality.com
Esperanto Developments,El Paso,Texas,https://www.hospitalityonline.com/esperanto/locations,25,https://esperantodevelopments.com
InterContinental Hotels Group (IHG),Atlanta,Georgia,https://www.hospitalityonline.com/intercontinental-hotels-group-ihg/locations,214,http://www.ihgplc.com/
Jean-Georges Management,New York,New York,https://www.hospitalityonline.com/employers/227328/locations,1,http://www.jean-georges.com
"Packwood Management, Inc.",Charleston,South Carolina,https://www.hospitalityonline.com/packwoodmanagement/locations,3,http://www.packwoodmanagement.com
Caesars Entertainment Inc.,Las Vegas,Nevada,https://www.hospitalityonline.com/caesars-entertainment/locations,62,http://www.caesars.com
Helm Hotels Group,Sulphur Springs,Texas,https://www.hospitalityonline.com/helmshotelsgroup/locations,4,http://www.helmhotelsgroup.com/ a
"Weber Grill Restaurants, LLC",Rolling Meadows,Illinois,https://www.hospitalityonline.com/weber-grill-restaurants/locations,4,http://www.webergrillrestaurant.com
Ceres Enterprises LLC,Westlake,Ohio,https://www.hospitalityonline.com/ceres-enterprises/locations,7,http://www.ceresdevelopment.com
Chawla Hotels,Greenwood,Mississippi,https://www.hospitalityonline.com/chawlahotels/locations,15,https://chawlahotels.com/
Las Brisas Hotel Group,Palm Desert,California,https://www.hospitalityonline.com/robray-hotel-partnership/locations,3,http://www.lasbrisashotelgroup.com
"Hotels Unlimited, Inc.",East Windsor,New Jersey,https://www.hospitalityonline.com/hotels-unlimited/locations,11,http://www.hotelsunlimited.com
Empire Hotel Group,New York,New York,https://www.hospitalityonline.com/empire/locations,8,http://www.newyorkhotel.com/default.aspx?pg=home
Prestige Hospitality Group,Albany,New York,https://www.hospitalityonline.com/prestige-hospitality/locations,18,http://www.prestigehospitality.com
Katherine's Catering,Ann Arbor,Michigan,https://www.hospitalityonline.com/katherines/locations,4,http://www.katherines.com
Noble House Hotels & Resorts,Kirkland,Washington,https://www.hospitalityonline.com/noble-house/locations,14,http://www.noblehousehotels.com/
Resort Collection,Panama City Beach,Florida,https://www.hospitalityonline.com/resort-collection/locations,11,http://www.resortcollection.com
Baywood Hotels,Columbia,Maryland,https://www.hospitalityonline.com/baywood-hotels/locations,82,http://www.baywoodhotels.com
Loews Hotels,New York,New York,https://www.hospitalityonline.com/loews-hotels/locations,26,http://www.loewshotels.com
Southern Hospitality Group,Greer,South Carolina,https://www.hospitalityonline.com/southern-hospitality-group/locations,3,http://www.shghotels.com
"Columbia Hospitality, Inc",Seattle,Washington,https://www.hospitalityonline.com/columbia-hospitality/locations,33,http://columbiahospitality.com
Maverick Hotels & Restaurants,Chicago,Illinois,https://www.hospitalityonline.com/maverick/locations,6,http://maverickhotelsandrestaurants.com/
BBL Hospitality,Albany,New York,https://www.hospitalityonline.com/bbl-hospitality/locations,15,http://www.bblhospitality.com/
Highgate Hotels,New York,New York,https://www.hospitalityonline.com/highgate-hotels/locations,74,http://www.highgate.com
NorthStar Hospitality,Lexington,Kentucky,https://www.hospitalityonline.com/northstar-hospitality/locations,7,http://www.northstarhospitality.com/index.html
Naples Hotel Group,Naples,Florida,https://www.hospitalityonline.com/naples-hotel-group/locations,18,http://www.napleshotelgroup.com
Magnolia Hospitality Group,Plano,Texas,https://www.hospitalityonline.com/magnolia-hospitality-group/locations,3,http://magnolia-hospitality.com
SSN Hotels,Wilmington,Delaware,https://www.hospitalityonline.com/ssn-hotels/locations,12,http://www.ssnhotels.com
HEI Hotels & Resorts,Norwalk,Connecticut,https://www.hospitalityonline.com/hei-hotels/locations,84,http://www.heihotels.com/
RAR Hospitality,San Diego,California,https://www.hospitalityonline.com/rauch/locations,12,http://www.rarhospitality.com
World Travel Inns,Phoenix,Arizona,https://www.hospitalityonline.com/world-travel-inns/locations,4,http://www.worldtravelinns.com
Ocean Properties Hotels Resorts & Affiliates,Portsmouth,New Hampshire,https://www.hospitalityonline.com/ocean-properties/locations,69,http://www.oplhotels.com/
Total Management Systems,Albuquerque,New Mexico,https://www.hospitalityonline.com/total-management-systems/locations,9,http://www.tmsnm.com
"Elite Hospitality, Inc.",Ormond Beach,Florida,https://www.hospitalityonline.com/elite-hospitality-inc/locations,4,http://www.elitehospitality.com/
Stonebridge Companies,Centennial,Colorado,https://www.hospitalityonline.com/stonebridge/locations,62,http://www.sbcos.com
"Hospitality America, Inc.",Nashville,Tennessee,https://www.hospitalityonline.com/hospitality-america/locations,15,http://www.hospitalityamerica.com
Daly Seven,Danville,Virginia,https://www.hospitalityonline.com/daly-seven-inc/locations,40,http://www.dalyseven.com
Pathfinder Development,Austin,Texas,https://www.hospitalityonline.com/pathfinder/locations,6,http://www.pathfinderdev.com
Crown American Hotels,Johnstown,Pennsylvania,https://www.hospitalityonline.com/crown-american-hotels/locations,3,http://www.crownamericanhotels.com
Kalyan Hospitality,Glen Allen,Virginia,https://www.hospitalityonline.com/kalyan/locations,8,http://www.kalyanhospitality.com/
Coury Hospitality - Corporate Office Tulsa,Tulsa,Oklahoma,https://www.hospitalityonline.com/coury-hospitality/locations,10,http://couryhospitality.com
Provenance Hotels,Portland,Oregon,https://www.hospitalityonline.com/provenance-hotels/locations,12,http://www.provenancehotels.com/
Woodside Hotel Group,Menlo Park,California,https://www.hospitalityonline.com/woodside-hotel-group/locations,9,https://www.woodsidehotelgroup.com
Hallmark Inns and Resorts,Lake Oswego,Oregon,https://www.hospitalityonline.com/hallmark/locations,2,http://www.hallmarkinns.com
Coquille Economic Development Corporation,North Bend,Oregon,https://www.hospitalityonline.com/employers/203777/locations,1,http://www.themillcasino.com
True North Hotel Group,Overland Park,Kansas,https://www.hospitalityonline.com/true-north/locations,21,http://www.truenorthhotels.com/
Vesta Hospitality,Vancouver,Washington,https://www.hospitalityonline.com/vesta-hospitality/locations,12,http://www.vestahospitality.com
IMG Hotels,Woodbridge,Virginia,https://www.hospitalityonline.com/img-hotels/locations,4,http://www.imghotels.com
"Omnicom Group, Inc.",Stamford,Connecticut,https://www.hospitalityonline.com/employers/277468/locations,1,http://www.omnicomgroup.com/
Vision Hospitality Group,Chattanooga,Tennessee,https://www.hospitalityonline.com/vision-hospitality-group/locations,42,https://www.vhghotels.com
Radisson Hotels America,Minneapolis,Minnesota,https://www.hospitalityonline.com/radisson-hotels-america/locations,16,https://radissonhotelsamericas.com
InterMountain Management,Monroe,Louisiana,https://www.hospitalityonline.com/intermountain-management/locations,73,https://www.intermountainhotels.com
Chase Hospitality Corporation,Irving,Texas,https://www.hospitalityonline.com/chase-hospitality/locations,6,http://www.chasehospitality.net
SharCon Management & Development,Germantown,Maryland,https://www.hospitalityonline.com/sharcon-mgmt/locations,11,http://www.sharcon.com/index.php
Sage Hospitality Group,Denver,Colorado,https://www.hospitalityonline.com/sage-hospitality/locations,60,http://www.sagehospitality.com
WITNESS Management,Lewis Center,Ohio,https://www.hospitalityonline.com/witness-management/locations,34,http://www.thewitnessgroup.com
Jackie's International,Canton,Mississippi,https://www.hospitalityonline.com/jackies/locations,11,http://www.jackiesinternational.com
High Road Hospitality,Swansea,Massachusetts,https://www.hospitalityonline.com/high-road/locations,6,http://highroadhospitality.co/
"Nationwide Hotel Management Company, LLC - Managing WoodSpring Suites",Wichita,Kansas,https://www.hospitalityonline.com/woodspring-hotels/locations,126,https://nationwidehmc.com
Home-Towne Suites USA,Orlando,Florida,https://www.hospitalityonline.com/home-towne-suites-usa/locations,2,https://www.crosslandstudios.com/hometowne-suites.aspx
Liberty Hospitality Partners,Montoursville,Pennsylvania,https://www.hospitalityonline.com/liberty-hospitality-partners/locations,15,http://libertyhp.net/index.html
IMIC Hotels,Columbia,South Carolina,https://www.hospitalityonline.com/imic-hotels/locations,15,http://www.imichotels.com
Welcome Group Inc.,El Segundo,California,https://www.hospitalityonline.com/welcome-group/locations,10,http://www.welcomegroupinc.com
Group10 Mgmt,Southfield,Michigan,https://www.hospitalityonline.com/group10-mgmt/locations,12,http://group10management.com
SMS Lodging,Miami,Florida,https://www.hospitalityonline.com/sms-lodging/locations,5,https://smslodging.com
MY Hospitality,Vicksburg,Mississippi,https://www.hospitalityonline.com/my-hospitality/locations,21,http://www.myhospitalityhotels.com/
Brandt Hospitality Group,Fargo,North Dakota,https://www.hospitalityonline.com/brandt-hospitality-group/locations,9,https://www.brandthg.com
Woodbury Corporation,Salt Lake City,Utah,https://www.hospitalityonline.com/woodbury-corporation/locations,15,http://www.woodburycorp.com/
Indus Hotels,Columbus,Ohio,https://www.hospitalityonline.com/indus-hotels/locations,9,http://www.induscompanies.com
Riverview Holdings LLC,Elkin,North Carolina,https://www.hospitalityonline.com/riverview-holdings-llc/locations,3,http://www.riverviewholdingshotels.com
Namou Hotel Group,Madison Heights,Michigan,https://www.hospitalityonline.com/namou-hotel-group/locations,2,http://namouhotels.com
Village Health Clubs & Spas,Scottsdale,Arizona,https://www.hospitalityonline.com/village-health-clubs-spas/locations,2,http://villageclubs.com/
Ace Hotel Group,New York,New York,https://www.hospitalityonline.com/ace-hotel-group/locations,10,http://www.acehotel.com
Hawkeye Hotels,Coralville,Iowa,https://www.hospitalityonline.com/hawkeye-hotels/locations,44,http://www.hawkeyehotels.com
Pacifica Host Hotels,San Diego,California,https://www.hospitalityonline.com/pacifica-host/locations,40,http://www.pacificahost.com
Iron Wave Hospitality,Laguna Niguel,California,https://www.hospitalityonline.com/ironwavehospitality/locations,8,http://www.ironwavehospitality.com
Del Frisco's Restaurant Group,Southlake,Texas,https://www.hospitalityonline.com/del-friscos/locations,1,http://dfrg.com/
M Hospitality,Ponte Vedra Beach,Florida,https://www.hospitalityonline.com/m-hospitality/locations,7,http://mhospitalityfl.com/
Lakhani Hospitality,Wheeling,Illinois,https://www.hospitalityonline.com/lakhani-hospitality/locations,9,http://www.lakhanihospitality.com/
Gila River Hotels & Casinos,Chandler,Arizona,https://www.hospitalityonline.com/gila-river/locations,3,https://playatgila.com
Sunburst Hospitality Corporation,Silver Spring,Maryland,https://www.hospitalityonline.com/sunburst-hospitality/locations,7,http://www.snbhotels.com
"Winegardner & Hammons, Inc.",Cincinnati,Ohio,https://www.hospitalityonline.com/winegardner-hammons/locations,15,http://www.whihotels.com
Peachtree Hotel Group,Atlanta,Georgia,https://www.hospitalityonline.com/peachtree-hotel-group/locations,38,http://peachtreehotelgroup.com/phgwp/
Paligroup Management LLC,Los Angeles,California,https://www.hospitalityonline.com/paligroup-management/locations,9,https://www.palisociety.com
The Arbor Day Foundation,Nebraska City,Nebraska,https://www.hospitalityonline.com/arbor-day/locations,1,https://www.arborday.org/
CSM Corporation,Minneapolis,Minnesota,https://www.hospitalityonline.com/csm-corporation/locations,31,http://www.csmcorp.net/
Sunridge Properties,Mesa,Arizona,https://www.hospitalityonline.com/sunridge-properties/locations,11,http://sunridgeproperties.com
Johnson Hospitality,Danville,California,https://www.hospitalityonline.com/johnson-hospitality/locations,4,http://www.johnsonhospitality.com
Taj Americas,New York,New York,https://www.hospitalityonline.com/taj-americas/locations,2,http://www.tajhotels.com
Sunland RV Resorts,La Jolla,California,https://www.hospitalityonline.com/sunland-rv-resorts/locations,9,http://www.sunlandrvresorts.com
Henderson Hospitality,Henderson,Nevada,https://www.hospitalityonline.com/henderson-hospitality/locations,5,http://www.hhmweb.com/
Kelco Management & Development,Jacksonville,Florida,https://www.hospitalityonline.com/kelco-hotels/locations,4,http://www.kelcohotels.com
Pinnacle Hospitality,Roebuck,South Carolina,https://www.hospitalityonline.com/pinnacle-hospitality/locations,13,https://pinnhospitality.com
Benson's Hospitality Group,Athens,Georgia,https://www.hospitalityonline.com/bensons/locations,4,http://www.HI-Athens.com
Paragon Hotel Company,Anderson,South Carolina,https://www.hospitalityonline.com/paragon-hotel-company/locations,22,http://phc-hotels.com
Crossroads Hospitality,Waldorf,Maryland,https://www.hospitalityonline.com/crossroads-hospitality/locations,9,http://crhi.net/
Jaguar Hospitality Group,Coconut Grove,Florida,https://www.hospitalityonline.com/jaguar-hospitality-group/locations,4,http://jaguarhg.com/
ZMC Hotels,Walnut Creek,California,https://www.hospitalityonline.com/zmc-hotels/locations,39,http://www.zmchotels.com
Regency Hotel Management,Sioux Falls,South Dakota,https://www.hospitalityonline.com/regency/locations,34,http://www.regency-mgmt.com
Inns of Monterey,Monterey,California,https://www.hospitalityonline.com/inns-of-monterey/locations,4,http://www.innsofmonterey.com
"Vista Host, Inc.",Houston,Texas,https://www.hospitalityonline.com/vista-host/locations,25,http://www.vistahost.com
Perspective Hospitality,South Padre Island,Texas,https://www.hospitalityonline.com/perspective-hospitality/locations,7,https://www.perspectivehms.com
Auberge Resorts,Mill Valley,California,https://www.hospitalityonline.com/auberge-resorts/locations,13,http://www.aubergeresorts.com/
